連番,索引番号,表示山名,表示よみ,地理院山名,山頂名,標高(m),種別,都道府県,緯度,経度,百名山,二百名山,三百名山,百高山,別名(検索用),照合方法,確認状態,備考
202,194,杢蔵山,もくぞうやま,杢蔵山,,1026,三角点,山形県,38.789521,140.401380,,,,,,,その他,
203,195,禿岳（小鏑山）,かむろだけ（こかぶらやま）,禿岳,,1261,三角点,山形県 宮城県,38.810947,140.595092,,,,,小鏑山,,その他,
204,196,箟岳山,ののだけやま,箟岳山,,236,標高点,宮城県,38.565746,141.178755,,,,,,,その他,
205,197,大高森,おおたかもり,大高森,,105,三角点,宮城県,38.340614,141.152511,,,,,,,その他,
206,198,翁山,おきなさん,翁山,,1075,三角点,山形県,38.650866,140.544798,,,,,,,その他,
207,199,薬?山,やくらいさん,薬?山,,553,三角点,宮城県,38.575542,140.705262,,,,,,,その他,
208,200,船形山,ふながたやま,船形山,,1500,三角点,宮城県 山形県,38.455447,140.619866,,1,,,船形山（御所山）/御所山,二百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
209,201,泉ヶ岳,いずみがだけ,泉ヶ岳,,1175,測定点,宮城県,38.411987,140.708761,,,1,,,三百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
210,202,太白山,たいはくさん,太白山,,321,三角点,宮城県,38.234935,140.802178,,,,,,,その他,
211,203,大東岳,だいとうだけ,大東岳,,1365,三角点,宮城県,38.302146,140.523563,,,,,,,その他,
212,204-1,蔵王山,ざおうさん,蔵王山,熊野岳,1841,測定点,山形県,38.143878,140.439741,1,,,,熊野岳,百名山:自動(名前一致・標高一致・県一致),自動一致,
213,204-2,蔵王山（刈田岳）,ざおうざん（ざおうさん）（かっただけ）,蔵王山,刈田岳,1758,三角点,宮城県,38.127754,140.448187,,,,,蔵王山/刈田岳,,その他,
214,204-3,蔵王山（?風岳）,ざおうざん（ざおうさん）（びょうぶだけ）,蔵王山,?風岳,1825,標高点,宮城県,38.095707,140.476135,,,,,蔵王山/?風岳,,その他,
215,204-4,蔵王山（不忘山（御前岳））,ざおうざん（ざおうさん）（ふぼうさん（おまえだけ））,蔵王山,不忘山（御前岳）,1705,三角点,宮城県,38.075661,140.478859,,,,,蔵王山/不忘山（御前岳）/御前岳,,その他,
216,205,青麻山,あおそやま,青麻山,,799,三角点,宮城県,38.084769,140.607578,,,,,,,その他,
217,206,栗子山,くりこやま,栗子山,,1217,三角点,福島県 山形県,37.874343,140.269967,,,,,,,その他,
218,207,信夫山,しのぶやま,信夫山,,275,測定点,福島県,37.770714,140.461590,,,,,,,その他,
219,208-1,吾妻山,あづまさん,西吾妻山,,2035,標高点,福島県 山形県,37.738140,140.140800,1,,,,西吾妻山,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 百名山の吾妻山=西吾妻山2035m(連峰最高点)
220,208-2,西吾妻山（西大巓）,にしあづまやま（にしだいてん）,西吾妻山,西大巓,1982,標高点,山形県 福島県,37.733973,140.127690,,,,,西吾妻山/西大巓,,その他,
221,208-3,西吾妻山（東大巓）,にしあづまやま（ひがしだいてん）,西吾妻山,東大巓,1928,三角点,福島県 山形県,37.754466,140.188764,,,,,西吾妻山/東大巓,,その他,
222,209-1,東吾妻山,ひがしあづまやま,東吾妻山,,1975,三角点,福島県,37.711673,140.230302,,,,,,,その他,
223,209-2,一切経山,いっさいきょうざん,東吾妻山,一切経山,1949,三角点,福島県,37.735364,140.244343,,,1,,東吾妻山,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
224,209-3,東吾妻山（吾妻小富士）,ひがしあづまやま（あづまこふじ）,東吾妻山,吾妻小富士,1707,標高点,福島県,37.722134,140.263596,,,,,東吾妻山/吾妻小富士,,その他,
225,210,箕輪山,みのわやま,箕輪山,,1728,標高点,福島県,37.647091,140.280908,,,,,,,その他,
226,211-1,安達太良山（鉄山）,あだたらやま（てつざん）,安達太良山,鉄山,1709,測定点,福島県,37.633051,140.283175,,,,,安達太良山/鉄山,,その他,
227,211-2,安達太良山,あだたらやま,安達太良山,,1700,三角点,福島県,37.621123,140.287891,1,,,,,百名山:手動,依頼者確認済,百名山: 本峰(乳首)1700m・三角点(第147・依頼者検品A)。鉄山1709mは211-1
228,212,磐梯山,ばんだいさん,磐梯山,,1816,三角点,福島県,37.600975,140.072248,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
229,213,高館山,たかだてやま,高館山,,273,三角点,山形県,38.762963,139.747502,,,,,,,その他,
230,214,金峯山,きんぼうざん,金峯山,,471,標高点,山形県,38.682144,139.798184,,,,,,,その他,
231,215,羽黒山,はぐろさん,羽黒山,,414,標高点,山形県,38.702594,139.982693,,,,,,,その他,
232,216,月山,がっさん,月山,,1984,標高点,山形県,38.549136,140.026971,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
233,217,葉山,はやま,葉山,,1462,三角点,山形県,38.529262,140.210522,,,,,,,その他,
234,218,温海岳,あつみだけ,温海岳,,735,三角点,山形県,38.620130,139.630738,,,,,,,その他,
235,219,摩耶山,まやさん,摩耶山,,1020,三角点,山形県,38.520194,139.727851,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
236,220,以東岳,いとうだけ,以東岳,,1772,三角点,山形県 新潟県,38.342954,139.849062,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
237,221,朝日岳,あさひだけ,朝日岳,大朝日岳,1870,三角点,山形県,38.260533,139.922321,1,,,,大朝日岳,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
238,222,祝瓶山,いわいがめやま,祝瓶山,,1417,三角点,山形県,38.197610,139.879609,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
239,223,鷲ヶ巣山,わしがすやま,鷲ヶ巣山,,1093,三角点,新潟県,38.221927,139.668993,,,,,,,その他,
240,224,新保岳,しんぼだけ,新保岳,,852,三角点,新潟県,38.361136,139.510815,,,,,,,その他,
241,225,白鷹山,しらたかやま,白鷹山,,994,標高点,山形県,38.222663,140.173121,,,,,,,その他,
242,226,朳差岳,えぶりさしだけ,?差岳,,1636,三角点,新潟県,37.942611,139.608833,,1,,,?差岳,二百名山:自動(よみ一致・標高一致・距離0.0km・県一致),自動一致,
243,227,北股岳,きたまただけ,北股岳,,2025,三角点,新潟県 山形県,37.879955,139.638576,,,,,,,その他,
244,228,飯豊山,いいでさん,飯豊山,,2105,三角点,福島県,37.854831,139.707110,1,,,,,百名山:手動,依頼者確認済,百名山: 飯豊本山2105m(三角点)(第147・依頼者検品A)。連峰最高点の大日岳は229(2128m)
245,229,大日岳,だいにちだけ,大日岳,,2128,標高点,新潟県,37.833203,139.660672,,,,,,,その他,
246,230,二王子岳,にのうじだけ,二王子岳,,1420,三角点,新潟県,37.899648,139.499151,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
247,231,五頭山,ごずさん,五頭山,,912,三角点,新潟県,37.800974,139.345673,,,,,,,その他,
248,232,高陽山,こうようさん,高陽山,,1126,三角点,福島県 新潟県,37.729076,139.649601,,,,,,,その他,
249,233,飯森山,いいもりやま,飯森山,,1595,三角点,山形県 福島県,37.813858,139.925600,,,,,,,その他,
250,234,霊山,りょうぜん,霊山,,825,標高点,福島県,37.768747,140.687197,,,,,,,その他,
251,235,日山（天王山）,ひやま（てんのうざん）,日山,,1057,標高点,福島県,37.542852,140.683566,,,,,天王山,,その他,
252,236,鎌倉岳,かまくらだけ,鎌倉岳,,967,三角点,福島県,37.467024,140.688910,,,,,,,その他,
253,237,大滝根山,おおたきねやま,大滝根山,,1192,三角点,福島県,37.354899,140.701664,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
254,238,屹兎屋山,きっとやさん,屹兎屋山,,875,三角点,福島県,37.210624,140.867466,,,,,,,その他,
255,239,蓬田岳,よもぎだだけ,蓬田岳,,952,三角点,福島県,37.265799,140.534758,,,,,,,その他,
256,240,三大明神山,さんだいみょうじんやま,三大明神山,,706,標高点,福島県,37.052097,140.762644,,,,,,,その他,
257,241,竪破山,たつわれさん,竪破山,,658,三角点,茨城県,36.710793,140.562278,,,,,,,その他,
258,242,男体山,なんたいさん,男体山,,654,三角点,茨城県,36.724207,140.419684,,,,,,,その他,
259,243,高鈴山,たかすずやま,高鈴山,,623,三角点,茨城県,36.620980,140.587840,,,,,,,その他,
260,244,八溝山,やみぞさん,八溝山,,1022,三角点,茨城県 福島県,36.930151,140.272988,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
261,245,吾国山,わがくにさん,吾国山,,518,三角点,茨城県,36.321865,140.201101,,,,,,,その他,
262,246,加波山,かばさん,加波山,,709,三角点,茨城県,36.298811,140.143659,,,,,,,その他,
263,247,筑波山,つくばさん,筑波山,,877,測定点,茨城県,36.225359,140.106942,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
264,248,三本槍岳,さんぼんやりだけ,三本槍岳,,1917,三角点,福島県 栃木県,37.150142,139.961414,,,,,,,その他,
265,249,那須岳,なすだけ,那須岳,茶臼岳,1915,標高点,栃木県,37.124861,139.963135,1,,,,茶臼岳,百名山:手動,依頼者確認済,百名山: 主峰=茶臼岳1915m(第147・依頼者検品B)。連峰最高点の三本槍岳は248(1917m)
266,250,男鹿岳,おじかたけ,男鹿岳,,1777,三角点,福島県 栃木県,37.085312,139.822082,,,1,,,三百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
267,251,大佐飛山,おおさびやま,大佐飛山,,1908,三角点,栃木県,37.063484,139.844451,,,,,,,その他,
268,252,高原山,たかはらやま,高原山,釈迦ヶ岳,1795,三角点,栃木県,36.899965,139.776761,,,1,,釈迦ヶ岳,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
269,253-1,女峰山,にょほうさん,女峰山,,2483,標高点,栃木県,36.811457,139.536492,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
270,253-2,女峰山（大真名子山）,にょほうさん（おおまなごさん）,女峰山,大真名子山,2375,三角点,栃木県,36.795257,139.507101,,,,,女峰山/大真名子山,,その他,
271,253-3,女峰山（小真名子山）,にょほうさん（こまなごさん）,女峰山,小真名子山,2323,三角点,栃木県,36.807263,139.510865,,,,,女峰山/小真名子山,,その他,
272,254,太郎山,たろうさん,太郎山,,2368,三角点,栃木県,36.817874,139.482780,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
273,255,男体山,なんたいさん,男体山,,2486,測定点,栃木県,36.764951,139.490684,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
274,256,奥白根山,おくしらねさん,白根山,,2578,標高点,群馬県 栃木県,36.798602,139.375921,1,,,,白根山,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 奥白根山=日光白根山(地理院は白根山2578m)
275,257,皇海山,すかいさん,皇海山,,2144,三角点,栃木県 群馬県,36.689863,139.336965,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
276,258,庚申山,こうしんざん,庚申山,,1892,標高点,栃木県,36.673091,139.361280,,,,,,,その他,
277,259,袈裟丸山,けさまるやま,袈裟丸山,,1961,標高点,栃木県 群馬県,36.649389,139.327503,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
278,260,横根山,よこねやま,横根山,,1373,三角点,栃木県,36.619807,139.522277,,,,,,,その他,
279,261-1,赤城山,あかぎやま,赤城山,黒檜山,1828,三角点,群馬県,36.560367,139.193270,1,,,,黒檜山,百名山:自動(名前一致・標高一致・県一致),自動一致,
280,261-2,赤城山（地蔵岳）,あかぎさん（じぞうだけ）,赤城山,地蔵岳,1674,三角点,群馬県,36.540999,139.177351,,,,,赤城山/地蔵岳,,その他,
281,262,博士山,はかせやま,博士山,,1482,三角点,福島県,37.363165,139.714751,,,,,,,その他,
282,263,小野岳,おのだけ,小野岳,,1383,三角点,福島県,37.325919,139.886589,,,,,,,その他,
283,264,七ヶ岳,ななつがたけ,七ヶ岳,,1636,三角点,福島県,37.124279,139.657482,,,1,,,三百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
284,265,荒海山,あらかいざん,荒海山,,1581,標高点,福島県 栃木県,37.036071,139.643769,,,1,,荒海山（太郎岳）/太郎岳,三百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
285,266,田代山,たしろやま,田代山,,1971,標高点,福島県,36.974394,139.478550,,,,,,,その他,
286,267,帝釈山,たいしゃくさん,帝釈山,,2060,三角点,福島県 栃木県,36.969811,139.459994,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
287,268,黒岩山,くろいわやま,黒岩山,,2163,三角点,栃木県 群馬県,36.908751,139.393636,,,,,,,その他,
288,269,鬼怒沼山,きぬぬまやま,鬼怒沼山,,2141,三角点,栃木県 群馬県,36.882676,139.371703,,,,,,,その他,
289,270,会津朝日岳,あいづあさひだけ,会津朝日岳,,1624,三角点,福島県,37.221148,139.339661,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
290,271,丸山岳,まるやまだけ,丸山岳,,1820,三角点,福島県,37.172743,139.334858,,,,,,,その他,
291,272,会津駒ヶ岳,あいづこまがだけ,駒ヶ岳,,2133,測定点,福島県,37.047574,139.353543,1,,,,駒ヶ岳,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 地理院は駒ヶ岳2133m(福島)
292,273,平ヶ岳,ひらがたけ,平ヶ岳,,2141,標高点,群馬県 新潟県,37.002089,139.170919,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
293,274,景鶴山,けいづるやま,景鶴山,,2004,標高点,群馬県 新潟県,36.956884,139.210582,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
294,275,燧岳,ひうちだけ,燧ヶ岳,柴安嵓,2356,測定点,福島県,36.955102,139.285334,1,,,,燧ヶ岳/柴安嵓,百名山:手動,手動指定,百名山: 同名の燧岳(青森・781m)ではなく尾瀬の燧ヶ岳(最高点=柴安嵓2356m)
295,276,至仏山,しぶつさん,至仏山,,2228,三角点,群馬県,36.903474,139.173248,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
296,277,武尊山,ほたかやま,武尊山,,2158,三角点,群馬県,36.805189,139.132601,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
297,278,御神楽岳,み2かぐらだけ,御神楽岳,,1386,三角点,新潟県,37.521877,139.425864,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
298,279,粟ヶ岳,あわがたけ,粟ヶ岳,,1292,三角点,新潟県,37.555199,139.188723,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
299,280,矢筈岳,やはずだけ,矢筈岳,,1257,三角点,新潟県,37.512363,139.266065,,,,,,,その他,
300,281,守門岳,すもんだけ,守門岳,,1537,三角点,新潟県,37.397687,139.136567,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
301,282,浅草岳,あさくさだけ,浅草岳,,1585,三角点,新潟県 福島県,37.343588,139.233574,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
302,283,毛猛山,けもうやま,毛猛山,,1517,三角点,福島県 新潟県,37.256704,139.175144,,,,,,,その他,
303,284,未丈ヶ岳,みじょうがたけ,未丈ヶ岳,,1553,三角点,新潟県,37.183319,139.189485,,,,,,,その他,
304,285,魚沼駒ヶ岳,うおぬまこまがたけ,駒ヶ岳,,2003,三角点,新潟県,37.123620,139.075249,1,,,,駒ヶ岳,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 魚沼駒ヶ岳=越後駒ヶ岳(地理院は駒ヶ岳2003m・新潟)。同標高の景鶴山とは別
305,286,八海山,はっかいさん,八海山,入道岳,1778,標高点,新潟県,37.103952,139.023999,,1,,,入道岳,二百名山:自動(名前一致・よみ一致・標高一致・距離0.1km・県一致),自動一致,
306,287,中ノ岳,なかのだけ,中ノ岳,,2085,三角点,新潟県,37.085261,139.077584,,1,,,,二百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
307,288,荒沢岳,あらさわだけ,荒沢岳,,1968,三角点,新潟県,37.100451,139.148187,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
308,289,下津川山,しもつごうやま,下津川山,,1928,三角点,新潟県 群馬県,36.994781,139.050047,,,,,,,その他,
309,290,巻機山,まきはたやま,巻機山,,1967,標高点,群馬県 新潟県,36.978551,138.964448,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
310,291,大源太山,だいげんたさん,大源太山,,1598,標高点,新潟県,36.902626,138.927132,,,,,,,その他,
311,292-1,朝日岳,あさひだけ,朝日岳,,1945,三角点,群馬県,36.880662,138.972624,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
312,292-2,朝日岳（白毛門）,あさひだけ（しらがもん）,朝日岳,白毛門,1720,標高点,群馬県,36.859586,138.967356,,,,,朝日岳/白毛門,,その他,
313,293-1,谷川岳（茂倉岳）,たにがわだけ（しげくらだけ）,谷川岳,茂倉岳,1978,標高点,群馬県 新潟県,36.849166,138.916666,,,,,谷川岳/茂倉岳,,その他,
314,293-2,谷川岳（一ノ倉岳）,たにがわだけ（いちのくらだけ）,谷川岳,一ノ倉岳,1974,三角点,群馬県 新潟県,36.847111,138.924363,,,,,谷川岳/一ノ倉岳,,その他,
315,293-3,谷川岳,たにがわだけ,谷川岳,オキノ耳,1977,標高点,群馬県 新潟県,36.837115,138.930157,1,,,,オキノ耳,百名山:手動,依頼者確認済,百名山: 最高点オキノ耳1977m(第147・依頼者検品A)。茂倉岳1978m・一ノ倉岳1974mは別峰
316,294,万太郎山,まんたろうさん,万太郎山,,1954,三角点,群馬県 新潟県,36.824152,138.879218,,,,,,,その他,
317,295,仙ノ倉山,せんのくらやま,仙ノ倉山,,2026,三角点,群馬県 新潟県,36.817468,138.839518,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
318,296,吾妻耶山,あづまやさん,吾妻耶山,,1341,標高点,群馬県,36.746448,138.927349,,,,,,,その他,
319,297,苗場山,なえばさん,苗場山,,2145,三角点,新潟県 長野県,36.845937,138.690320,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
320,298,佐武流山,さぶりゅうやま,佐武流山,,2192,三角点,新潟県 長野県,36.772288,138.670573,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
321,299,白砂山,しらすなやま,白砂山,,2140,三角点,群馬県 長野県,36.738071,138.693474,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
322,300,鳥甲山,とりかぶとやま,鳥甲山,,2038,三角点,長野県,36.839173,138.583986,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
323,301,高社山（高井富士）,こうしゃさん（たかいふじ）,高社山,,1351,三角点,長野県,36.799269,138.403813,,,,,高井富士,,その他,
324,302-1,岩菅山（裏岩菅山）,いわすげやま（うらいわすごやま）,岩菅山,裏岩菅山,2341,標高点,長野県,36.752898,138.567803,,,,,岩菅山/裏岩菅山,,その他,
325,302-2,岩菅山,いわすげやま,岩菅山,,2295,三角点,長野県,36.742041,138.559524,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
326,303,志賀山,しがやま,志賀山,,2037,標高点,長野県,36.700227,138.515575,,,,,,,その他,
327,304,笠ヶ岳,かさがたけ,笠ヶ岳,,2076,三角点,長野県,36.676633,138.481478,,,1,,,三百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
328,305,横手山,よこてやま,横手山,,2307,標高点,群馬県 長野県,36.668919,138.525913,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
329,306,白根山,しらねさん,白根山,,2160,標高点,群馬県,36.643948,138.527727,,,,,,,その他,
330,307,草津白根山,くさつしらねさん,本白根山,,2171,標高点,群馬県,36.622923,138.531722,1,,,,本白根山,百名山:自動(標高一致・県一致),目視確認済,百名山: 最高点=本白根山2171m(Wikipedia表と同じ)
331,308-1,四阿山,あずまやさん,四阿山,,2354,標高点,長野県 群馬県,36.541764,138.412969,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
332,308-2,四阿山（根子岳）,あずまやさん（ねこだけ）,四阿山,根子岳,2207,標高点,長野県,36.549117,138.395272,,,,,四阿山/根子岳,,その他,
333,309,湯ノ丸山,ゆのまるやま,湯ノ丸山,,2101,標高点,長野県 群馬県,36.434743,138.400961,,,,,,,その他,
334,310,東篭ノ登山,ひがしかごのとやま,東篭ノ登山,,2228,三角点,長野県 群馬県,36.419305,138.447168,,,,,,,その他,
335,311,浅間山,あさまやま,浅間山,,2568,標高点,群馬県 長野県,36.406526,138.522963,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
336,312,浅間隠山,あさまかくしやま,浅間隠山,,1757,三角点,群馬県,36.453704,138.652493,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
337,313,鼻曲山,はなまがりやま,鼻曲山,,1655,標高点,群馬県,36.410874,138.645322,,,,,,,その他,
338,314,榛名山,はるなさん,榛名山,掃部ヶ岳,1449,標高点,群馬県,36.477402,138.850889,,1,,,掃部ヶ岳,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
339,315,子持山,こもちやま,子持山,,1296,三角点,群馬県,36.591957,138.997692,,,,,,,その他,
340,316,妙義山,みょうぎさん,妙義山,相馬岳,1104,三角点,群馬県,36.298645,138.748852,,1,,,相馬岳,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
341,317,荒船山,あらふねやま,荒船山,,1423,三角点,群馬県 長野県,36.203993,138.637127,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
342,318,赤久縄山,あかぐなやま,赤久縄山,,1523,三角点,群馬県,36.143656,138.843288,,,,,,,その他,
343,319,西御荷鉾山,にしみかぼやま,西御荷鉾山,,1286,三角点,群馬県,36.152254,138.918307,,,,,,,その他,
344,320,二子山,ふたごやま,二子山,,1166,三角点,埼玉県,36.069643,138.863701,,,,,,,その他,
345,321,両神山,りょうかみさん,両神山,,1723,三角点,埼玉県,36.023400,138.841317,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
346,322,御座山,おぐらさん,御座山,,2112,標高点,長野県,36.034105,138.606775,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
347,323,三宝山,さんぽうさん,三宝山,,2483,三角点,埼玉県 長野県,35.917623,138.727832,,,,,,,その他,
348,324,甲武信岳,こぶしだけ,甲武信ヶ岳,,2475,標高点,埼玉県 山梨県 長野県,35.909115,138.728908,1,,,,甲武信ヶ岳,百名山:自動(標高一致・県一致),目視確認済,百名山: 表記違い: 甲武信岳=甲武信ヶ岳
349,325,横尾山,よこおやま,横尾山,,1818,三角点,山梨県 長野県,35.918768,138.521142,,,,,,,その他,
